"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"RAM","1500 Tradesman/Express",0.86,0.0646307730303779,"E85 Flex Fuel","3.6L V6 24V MPFI DOHC Flexible Fuel","8-Speed Automatic","Bright White Clearcoat","Black","At least 1 accident or damage reported","",0.00789510322033628
"Mazda","CX-9 Touring",0.84,0.313734255371697,"Gasoline","227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Brown","–","At least 1 accident or damage reported","Yes",0.00500324685992907
"Porsche","911 Turbo S",0.9,0.0763151395406273,"Gasoline","580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",0.0602625332688817
"BMW","X3 xDrive30i",0.94,0.0664361570758212,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Brown","None reported","Yes",0.0123302766216262
"Jeep","Grand Cherokee Limited",0.82,0.230427265991603,"E85 Flex Fuel","290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Black","None reported","Yes",0.00572477128861214
"BMW","X7 xDrive40i",0.94,0.0224746851074339,"Hybrid","335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",0.023441075335619
"Mercedes-Benz","SL-Class SL 550",0.8,0.189552976043468,"Gasoline","429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Brown","Beige","At least 1 accident or damage reported","Yes",0.0105007210163129
"Bentley","Continental GT W12",0.84,0.150802667325266,"Gasoline","582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.0325194108702228
"Jeep","Wrangler Unlimited",0.62,0.360335885403803,"Gasoline","190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Red","Black","At least 1 accident or damage reported","Yes",0.00470853969891768
"Tesla","Model S 100D",0.86,0.0959669054087429,"","Electric Motor Electric Fuel System","1-Speed A/T","Silver","Beige","None reported","Yes",0.0151587878796091
"Volkswagen","Golf SportWagen TSI SE",0.86,0.0833539145468017,"Gasoline","170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Beige","None reported","Yes",0.00491178601685657
"Jeep","Wrangler Unlimited Sahara",0.92,0.152457396888121,"Gasoline","2.0L I4 16V GDI DOHC Turbo","8-Speed Automatic","Granite Crystal Clearcoat Metallic","Black","At least 1 accident or damage reported","",0.0128248426619441
"Kia","Sorento SXL",0.86,0.267866139787602,"Gasoline","3.3L V6 24V GDI DOHC","6-Speed Automatic","Titanium Silver","Satin Black","None reported","",0.00474173659751437
"Lexus","LS 430 Base",0.64,0.473944183749074,"Gasoline","278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","At least 1 accident or damage reported","Yes",0.00182582942281772
"Mercedes-Benz","E-Class E 350 4MATIC",0.8,0.205018523092122,"Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",0.00457304215362508
"Tesla","Model X 75D",0.84,0.128179797480859,"","518.0HP Electric Motor Electric Fuel System","A/T","Black","Beige","None reported","Yes",0.0169371931615744
"RAM","1500 Rebel",0.92,0.141269449246728,"Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",0.0140578703241067
"MINI","Cooper Base",0.68,0.25784144233144,"Gasoline","118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Black","At least 1 accident or damage reported","Yes",0.000711362112786124
"Jeep","Cherokee Sport",0.44,0.420973079772783,"Gasoline","190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",0.00152434738454169
"Ford","Mustang GT Premium",0.78,0.0442084465300074,"Gasoline","412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","None reported","Yes",0.00914608430725017
"Lincoln","Navigator Reserve",0.9,0.0960731044702396,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",0.0169368544177112
"Jeep","Gladiator Rubicon",0.92,0.093603358854038,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",0.014565986118954
"Porsche","Cayman GT4",0.84,0.0372141269449247,"Gasoline","385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",0.0382780565451581
"Honda","Civic EX",0.76,0.413450234625834,"Gasoline","140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","A/T","Black","–","None reported","Yes",0.00152434738454169
"Jeep","Grand Cherokee Laredo",0.76,0.409730797727834,"E85 Flex Fuel","290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Gray","At least 1 accident or damage reported","Yes",0.00372618249554636
"Ford","Shelby GT500 Base",0.94,0.0471721412694492,"Gasoline","760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",0.0274213157285889
"Land","Rover Defender SE",0.96,0.11336132378365,"Hybrid","395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","Green","Beige","None reported","Yes",0.0247283020158986
"Hummer","H3 Base",0.66,0.496171894294888,"Gasoline","242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",0.00176146808880374
"Kia","Sportage LX",0.8,0.214620894047913,"Gasoline","182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.00233733265629727
"GMC","Yukon XL 1500 SLT",0.82,0.357866139787602,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","None reported","Yes",0.00777417166116264
"Jeep","Wrangler Unlimited Sport",0.92,0.0814028155100025,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",0.0116866632814863
"Ford","Bronco XLT",0.42,0.481353420597678,"–","–","A/T","Blue","Gray","None reported","Yes",0.00440367022200934
"Tesla","Model S Long Range Plus",0.94,0.025808841689306,"","557.0HP Electric Motor Electric Fuel System","A/T","Gray","Black","None reported","Yes",0.0222893462006319
"Audi","A6 3.0T Prestige",0.8,0.220795258088417,"Gasoline","310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",0.0054199018117038
"Jeep","Wrangler 80th Anniversary",0.94,0.0664361570758212,"Hybrid","285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","Red","Black","None reported","Yes",0.0120254071447178
"Jeep","Wrangler Sport",0.72,0.215238330451963,"Gasoline","202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Blue","Black","None reported","Yes",0.00558927374331955
"Volkswagen","CC 2.0T Sport",0.84,0.188676216349716,"Gasoline","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",0.00372618249554636
"Cadillac","SRX Luxury Collection",0.84,0.173877500617436,"Gasoline","308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Beige","None reported","Yes",0.00457304215362508
"Porsche","Cayenne Turbo",0.7,0.103395900222277,"Gasoline","500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","At least 1 accident or damage reported","Yes",0.0111785474866391
"Toyota","4Runner 4WD",0.5,0.659175104964189,"Gasoline","150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Silver","Beige","At least 1 accident or damage reported","Yes",0.00203246317938893
"Mitsubishi","Eclipse GT",0.58,0.360335885403803,"Gasoline","200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",0.000745236499109273
"Chevrolet","Corvette Stingray w/1LT",0.98,0.0219807359841936,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","White","None reported","Yes",0.0272688809901348
"Toyota","GR86 Premium",0.96,0.00234625833539145,"Gasoline","228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Black","None reported","Yes",0.0128722668027965
"Land","Rover Range Rover P525 Westminster",0.94,0.0547542603111879,"Gasoline","5.0L V8 32V GDI DOHC Supercharged","8-Speed Automatic","Gray","Ebony","None reported","",0.0297755855780478
"Ford","Mustang GT Premium",0.76,0.0489009632007903,"Gasoline","412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",0.00829922464917145
"Tesla","Model Y Long Range",0.92,0.0486539886391702,"","425.0HP Electric Motor Electric Fuel System","1-Speed A/T","White","White","None reported","Yes",0.0145625986803217
"RAM","1500 Sport",0.76,0.280069152877254,"Gasoline","390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00538602742538066
"Lamborghini","Gallardo LP550-2",0.78,0.0540874289948135,"Gasoline","550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",0.0501340917582602
"INFINITI","Q60 3.0t Red Sport 400",0.96,0.0079031859718449,"Gasoline","400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Black","None reported","Yes",0.0176146808880374
"Volkswagen","e-Golf SE",0.84,0.102531489256607,"","115.0HP Electric Motor Electric Fuel System","1-Speed A/T","Blue","Gray","None reported","Yes",0.00338743863231488
"Tesla","Model X Long Range",0.96,0.02904420844653,"","670.0HP Electric Motor Electric Fuel System","A/T","White","White","None reported","Yes",0.0306563196224496
"BMW","M5 Base",0.82,0.0664361570758212,"Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",0.0171065650931901
"Kia","K5 GT-Line",0.96,0.0543368733020499,"Gasoline","1.6L I4 16V GDI DOHC Turbo","8-Speed Automatic","Glacial White Pearl","Black","At least 1 accident or damage reported","Yes",0.00929174416843971
"Chevrolet","Caprice Classic Base",0.44,0.147937762410472,"Gasoline","260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Purple","Gray","","",0.00558927374331955
"Subaru","BRZ Limited",0.78,0.114477648802173,"Gasoline","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",0.00707568181517932
"Lincoln","MKZ Reserve I",0.9,0.088663867621635,"Gasoline","245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","None reported","Yes",0.00829922464917145
"Chevrolet","Corvette Grand Sport",0.9,0.0321066930106199,"Gasoline","460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","7-Speed M/T","Silver","Red","None reported","Yes",0.0203076946007277
"Audi","Q5 2.0T Premium Plus",0.9,0.123240306248456,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",0.00846859658078719
"Mazda","CX-9 Signature",0.88,0.0479130649543097,"Gasoline","227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Brown","None reported","Yes",0.0102470018627525
"Ford","Mustang GT",0.84,0.088663867621635,"Gasoline","435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Orange","Black","At least 1 accident or damage reported","Yes",0.00982357203371314
"Rolls-Royce","Wraith Base",0.84,0.051617683378612,"Gasoline","624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel","A/T","Brown","Black","","",0.0728299305947699
"Chevrolet","Camaro 1SS",0.96,0.016152136329958,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","A/T","Orange","Black","None reported","Yes",0.0169368544177112
"BMW","X5 xDrive35i",0.84,0.184613484811064,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","White","Brown","At least 1 accident or damage reported","Yes",0.00674100287830661
"Nissan","Maxima SV",0.8,0.288713262533959,"Gasoline","290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","At least 1 accident or damage reported","Yes",0.00301482038276024
"Toyota","Tundra TRD Pro",0.84,0.126697950111139,"E85 Flex Fuel","381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Black","Black","","",0.0128383924164734
"INFINITI","QX60 AUTOGRAPH",0.96,0.014571499135589,"Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Gold","Brown","None reported","Yes",0.0189693175971001
"Mitsubishi","Lancer Evolution MR",0.64,0.315880464312176,"Gasoline","286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",0.0121944403324703
"BMW","X3 xDrive30i",0.94,0.0367992096814028,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Brown","None reported","Yes",0.0128705730834804
"Toyota","Tundra SR5",0.84,0.293652753766362,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Black","None reported","Yes",0.00946789097732008
"Lincoln","Mark LT Base",0.64,0.215855766856014,"Gasoline","300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.00372584375168313
"Ford","Flex SEL",0.74,0.367745122252408,"Gasoline","262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Beige","None reported","Yes",0.0020321244355257
"Audi","Q5 2.0T Premium Plus",0.82,0.134848110644604,"E85 Flex Fuel","220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability","8-Speed A/T","Gray","Brown","At least 1 accident or damage reported","Yes",0.00643443968208211
"Ford","F-150 XL",0.94,0.11330945912571,"Gasoline","3.5L V6 24V PDI DOHC Twin Turbo","10-Speed Automatic","Agate Black Metallic","Black","None reported","Yes",0.0123749908115727
"Lincoln","Continental Reserve",0.86,0.140148184736972,"Gasoline","335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",0.00914608430725017
"Tesla","Model X 75D",0.86,0.232156087922944,"","518.0HP Electric Motor Electric Fuel System","A/T","Black","Orange","At least 1 accident or damage reported","Yes",0.0162258310487883
"Jeep","Grand Cherokee Limited",0.86,0.197703136576933,"Gasoline","293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",0.0069442491962455
"GMC","Terrain SLT-1",0.78,0.0283106939985182,"Gasoline","182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",0.00348906179128432
"Tesla","Model X Long Range",0.96,0.0182761175598913,"","670.0HP Electric Motor Electric Fuel System","A/T","Silver","Black","None reported","Yes",0.027776996784982
"Mercedes-Benz","AMG E 53 Base 4MATIC",0.94,0.0383181032353668,"Hybrid","429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","9-Speed A/T","Gray","Black","None reported","Yes",0.0257445336055931
"Subaru","Impreza WRX Base",0.78,0.278834280069153,"Gasoline","265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Blue","Black","At least 1 accident or damage reported","Yes",0.00474241408524083
"Kia","Optima S",0.88,0.182514201037293,"Gasoline","185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",0.00440367022200934
"Mercedes-Benz","M-Class ML 350",0.74,0.244751790565572,"Gasoline","268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00335356424599173
"Volkswagen","Beetle 2.0T S",0.88,0.090698938009385,"Gasoline","174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Red","None reported","Yes",0.0074520262472295
"Acura","RSX Base",0.62,0.459224499876513,"Gasoline","160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","At least 1 accident or damage reported","Yes",0.00159209615718799
"GMC","Acadia SLE",0.92,0.142998271178069,"Gasoline","310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Black","Black","None reported","Yes",0.00870571728504923
"Ford","F-150 Lariat",0.92,0.0769325759446777,"Gasoline","325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","None reported","Yes",0.0137191264608753
"Jeep","Gladiator Overland",0.92,0.105952086935046,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",0.0150741019138012
"Toyota","Tacoma TRD Sport",0.92,0.101504075080267,"Gasoline","3.5 Liter","6 Speed Mt","Black","Black/Gun Metal","None reported","",0.0134135794962405
"Kia","EV6 GT-Line",0.96,0.0540874289948135,"","320.0HP Electric Motor Electric Fuel System","1-Speed A/T","Gray","Black","None reported","Yes",0.014565986118954
"Genesis","GV70 3.5T Sport",0.96,0.0316127438873796,"Gasoline","375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","White","None reported","Yes",0.0172759370248059
"Ford","Explorer ST",0.96,0.0256853544084959,"Gasoline","400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","","",0.0162597054351114
"MINI","Countryman Cooper",0.92,0.184304766609039,"Gasoline","1.5L I3 12V GDI DOHC Turbo","7-Speed Automatic with Auto-Shift","Black","Black","None reported","Yes",0.00664344464569594
"Mazda","CX-5 Grand Touring",0.94,0.150696468263769,"Gasoline","2.5L I4 16V GDI DOHC","6-Speed Automatic","Sonic Silver Metallic","Black","None reported","Yes",0.00829414349122298
"BMW","325 i",0.58,0.350456902938997,"Gasoline","184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed M/T","Silver","Black","At least 1 accident or damage reported","Yes",0.000948482817048166
"Ford","Mustang EcoBoost Premium",0.9,0.0763151395406273,"–","–","6-Speed M/T","Gray","Black","None reported","Yes",0.0110769243276696
"Toyota","Yaris L",0.76,0.319226969622129,"Gasoline","106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel","4-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",0.00201552598622735
"Chevrolet","Express 1500 Base",0.72,0.503581131143492,"E85 Flex Fuel","310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","4-Speed A/T","White","Gray","At least 1 accident or damage reported","Yes",0.000982357203371314
"Lincoln","Navigator L Select",0.84,0.285255618671277,"Gasoline","380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",0.0069442491962455
"Jeep","Wrangler Sahara Altitude",0.98,0.00361323783650284,"Hybrid","285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","A/T","Gray","Black","None reported","Yes",0.020494003725505
"Bentley","Continental GT Base",0.66,0.17798468757718,"Gasoline","552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.0115155976305544
"Lexus","RX 350 F Sport",0.88,0.0642133860212398,"Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Red","None reported","Yes",0.0121605659461472
"BMW","430 i",0.86,0.145171647320326,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",0.00643613340139827
"Cadillac","Escalade Sport Platinum",0.94,0.0639664114596197,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",0.0345518740496117
"Honda","Civic EX",0.68,0.47058532971104,"Gasoline","140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Silver","Silver","At least 1 accident or damage reported","Yes",0.00118560352131021
"Porsche","Cayenne AWD",0.92,0.0923684860459373,"Gasoline","335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",0.0196132696811031
"Ford","Mustang Mach-E GT",0.96,0.0339738206964683,"","480.0HP Electric Motor Electric Fuel System","1-Speed A/T","White","Black","None reported","Yes",0.0176146808880374
"Cadillac","ATS 2.5L Luxury",0.78,0.555445789083724,"Gasoline","202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","None reported","Yes",0.00392942881348526
"Lexus","LS 460 Base",0.8,0.304163991108916,"Gasoline","386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","None reported","Yes",0.00778941513500806
"Cadillac","Escalade Premium Luxury",0.94,0.0280538404544332,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","Brown","None reported","Yes",0.0294368417148163
"Mercedes-Benz","C-Class C 300 4MATIC Sport",0.84,0.165939738206965,"Gasoline","241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Gray","None reported","Yes",0.00626337403115021
"Hyundai","Veloster Base",0.78,0.140125957026426,"Gasoline","132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","At least 1 accident or damage reported","Yes",0.00287932283746765
"Chevrolet","Corvette Base",0.56,0.108836749814769,"Gasoline","350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Orange","Black","None reported","Yes",0.00948482817048166
"Mercedes-Benz","C-Class C 300 4MATIC",0.9,0.147359841936281,"Gasoline","2.0L I4 16V GDI DOHC Turbo","9-Speed Automatic","Lunar Blue Metallic","Macchiato","None reported","",0.00843472219446404
"Kia","Stinger GT",0.88,0.138799703630526,"Gasoline","365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",0.00946789097732008
"Volvo","S60 R",0.6,0.412200543344036,"Gasoline","300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Beige","None reported","Yes",0.00203246317938893
"Chevrolet","Silverado 2500 LT",0.82,0.302963694739442,"E85 Flex Fuel","360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability","A/T","Brown","Black","None reported","Yes",0.0086376297685397
"Land","Rover Range Rover 3.0L V6 Supercharged HSE",0.9,0.146137317856261,"Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.0179517310319527
"GMC","Sierra 1500 SLE",0.82,0.251667078290936,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.00762173692270847
"Chevrolet","Silverado 1500 RST",0.92,0.100837243763892,"Gasoline","5.3L V8 16V GDI OHV","Automatic","Cajun Red Tintcoat","Jet Black","At least 1 accident or damage reported","Yes",0.0144982373463077
"Porsche","911 Turbo S",0.9,0.0540874289948135,"Gasoline","580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",0.0585688139527242
"Chevrolet","Suburban Z71",0.96,0.0471721412694492,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","Black","None reported","Yes",0.0229634464884626
"Mercedes-Benz","G-Class G 550 4MATIC",0.9,0.0797135095085206,"Gasoline","416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.0426817267671675
"Porsche","911 Carrera",0.98,0.0486539886391702,"Gasoline","379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",0.0450190594234647
"Land","Rover Range Rover Sport HSE",0.74,0.259076315139541,"Gasoline","375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.0027099509058519
"Ford","F-250 Lariat",0.84,0.302667325265498,"Diesel","440.0HP 6.7L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Gray","Black","None reported","Yes",0.0124996485532419
"Subaru","BRZ Limited",0.96,0.0343294640652013,"Gasoline","228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",0.0111782087427759
"Lexus","LS 460 Base",0.68,0.248871326253396,"Gasoline","380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","None reported","Yes",0.00453815153571224
"Land","Rover Range Rover Sport HSE",0.78,0.27389478883675,"Gasoline","375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",0.00440367022200934
"Cadillac","Escalade Sport Platinum",0.94,0.0948382316621388,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",0.0315014855612122
"Nissan","Pathfinder S",0.92,0.101630032106693,"Gasoline","284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","CVT Transmission","White","–","None reported","Yes",0.0067291468430935
"MINI","Cooper S Base",0.64,0.245739688812052,"Gasoline","168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Orange","Black","None reported","Yes",0.00118560352131021
"Acura","ILX 2.0L w/Premium Package",0.78,0.488762657446283,"Gasoline","150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","At least 1 accident or damage reported","Yes",0.00304869476908339
"Lexus","RX 350 Base",0.94,0.050624845640899,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Atomic Silver","Gray","At least 1 accident or damage reported","",0.0137526621033352
"Porsche","911 Carrera S",0.78,0.128288466287972,"Gasoline","400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed M/T","White","Gray","None reported","Yes",0.0252364178107458
"MINI","Hardtop Cooper S",0.96,0.0584761669548037,"Gasoline","189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",0.00948482817048166
"Ford","F-150 Platinum",0.88,0.149567794517165,"Gasoline","375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Gold","Black","At least 1 accident or damage reported","Yes",0.0152095994590938
"BMW","i3 Base",0.82,0.0639664114596197,"","170.0HP 0.65L Electric Motor Electric Fuel System","1-Speed A/T","White","Beige","None reported","Yes",0.00440333147814611
"Mazda","CX-5 Touring",0.88,0.150407508026673,"Gasoline","187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",0.00670712849198346
"Lexus","RX 350 F Sport Performance",0.92,0.132501852309212,"Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Red","None reported","Yes",0.0103655622148835
"BMW","X5 M50i",0.98,0.0336749814769079,"Gasoline","4.4L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic","Black Sapphire Metallic","Black","None reported","",0.0257096429876802
